title,link,published,description
Trump intensifies nativist message with sweeping proposal to deport immigrants,https://www.theguardian.com/us-news/2024/oct/11/trump-aurora-colorado-migrant-crackdown,"Fri, 11 Oct 2024 22:58:40 GMT","<p>Republican nominee holds rally in Aurora, Colorado, and exploits swirl of local rumors to push anti-immigrant plan</p><p>Donald Trump intensified his politics of nativism and xenophobia on Friday by announcing a sweeping plan to deport Venezuelans he claimed have “infected” a once-peaceful city in Colorado.</p><p>The Republican presidential nominee held <a href=""https://www.c-span.org/video/?539063-1/president-trump-campaigns-aurora-colorado"">a campaign rally in Aurora</a> on a stage adorned with posters displaying mugshots of people in prison-orange uniforms with descriptions including “illegal immigrant gang members from Venezuela”.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/11/trump-aurora-colorado-migrant-crackdown"">Continue reading...</a>"
‘I feel hope’: chance of release dawns for Menéndez brothers in 35-year-old case,https://www.theguardian.com/us-news/2024/oct/12/menendez-brothers-renewed-interest,"Sat, 12 Oct 2024 13:00:27 GMT","<p>Renewed interest in the 1989 case of two men convicted of killing their parents leads the LA district attorney to consider new evidence</p><p>When the Los Angeles district attorney announced last week his office would review new evidence in the Menéndez case, it marked the first time in decades that the brothers had any hope of a release.</p><p>Erik and Lyle Menéndez have been in prison since their 1996 conviction in the killings of their parents, José and Kitty, in 1989. The fatal shooting of a prominent entertainment executive and his wife in Beverly Hills, at the hands of their own children, captured international attention three decades ago – their first trial was televised by Court TV – and has reached a new generation thanks to social media and numerous TV dramas and documentaries.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/12/menendez-brothers-renewed-interest"">Continue reading...</a>"
‘Toxic mushrooms’ send 11 children and adults to hospital in Pennsylvania,https://www.theguardian.com/us-news/2024/oct/12/toxic-mushrooms-pennsylvania,"Sat, 12 Oct 2024 13:19:19 GMT","<p>Sickened people in stable condition, sheriff says, after emergency services report ‘mass casualty’ situation</p><p>Eleven children and adults were transported to a hospital on Friday night in <a href=""https://www.theguardian.com/us-news/pennsylvania"">Pennsylvania</a> after eating and being sickened by “toxic mushrooms”, authorities said.</p><p>Emergency medical personnel responded to a report around 9.30pm of 11 people becoming ill after ingesting the mushrooms in Peach Bottom Township, the Delta-Cardiff volunteer company station 57 said in <a href=""https://www.facebook.com/DCVFC57/posts/pfbid0hS5DTVdGFnUaqixc9nTmqjADFQKhzTCefqS6rEo7NVm1VcYUBUuxXEmdzpG1kqhCl"">a social media post</a>.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/12/toxic-mushrooms-pennsylvania"">Continue reading...</a>"
Insurance is failing hurricane survivors: ‘People thought they were covered’,https://www.theguardian.com/us-news/2024/oct/12/flood-insurance-hurricane-milton-helene,"Sat, 12 Oct 2024 10:00:24 GMT","<p>Flooding is separate from typical US home insurance and many homeowners are not adequately covered</p><p>As millions of US residents begin working to file insurance claims on their homes in the aftermath of Hurricanes Helene and Milton, many could be denied, particularly if their homes were damaged by flooding.</p><p>A quirk in the US home insurance market is that flood insurance is separate from typical home insurance, which usually covers wind damage from hurricanes but not flooding. Homeowners must purchase flood insurance separately if they want their homes protected against flooding.</p> <a href=""https://www.theguardian.com/us-news/2024/oct/12/flood-insurance-hurricane-milton-helene"">Continue reading...</a>"
Lock up your TV remote! Why Jilly Cooper’s Rivals was guaranteed to be joyous television,https://www.theguardian.com/tv-and-radio/2024/oct/12/jilly-cooper-rivals-guaranteed-joyous-television,"Sat, 12 Oct 2024 07:00:20 GMT","<p>Cooper’s novel is full of wisdom, wit and emotional intelligence. When put on screen, even the gratuitous sex feels oddly wholesome</p><p>It begins, of course, with bonking. A closeup on a bare male bottom, thrusting energetically in a Concorde loo. Cries of ecstasy float over a soundtrack of Robert Palmer’s Addicted to Love as the plane hits supersonic and the flight attendant pops the champagne. It can only be Jilly Cooper, and that bottom can only be Rupert Campbell-Black – champion show jumper, international heart-throb, Tory sports minister, braying toff, absolute shit. Lock up your telly remote, because Rivals – that most gloriously 1980s piece of doorstopper fiction, Blighty’s answer to Tom Wolfe’s Bonfire of the Vanities – has landed on our screens.</p><p>Full disclosure. I am a Jilly Cooper super fan. Dame Jilly is my heroine, and Rivals would be my Desert Island Discs book of choice. I took my daughter’s name, Pearl, from one of her books. So ardent is my love for Jilly that I applied to be an extra on this TV adaptation of Rivals. (Sadly it didn’t work out.) In fact, <a href=""https://www.theguardian.com/books/2010/sep/19/jilly-cooper-jump-latest-book"">I have written about Jilly before</a>. When that article – more of a love letter, if I’m honest – was published, she sent me a handwritten, two-page thank-you note, addressed to “Darling, darling Jess” which is preserved as a treasure in my scrapbook, along with my wedding photos and my children’s first drawings. I am not making this up.</p> <a href=""https://www.theguardian.com/tv-and-radio/2024/oct/12/jilly-cooper-rivals-guaranteed-joyous-television"">Continue reading...</a>"
On my radar: Evan Dando’s cultural highlights,https://www.theguardian.com/music/2024/oct/12/on-my-radar-evan-dandos-cultural-highlights,"Sat, 12 Oct 2024 14:00:27 GMT","<p>The Lemonheads musician on crazy websites, cosy restaurants and a bar where it’s always Christmas</p><p>Evan Dando was born in Essex, Massachusetts, in 1967 and moved to Boston aged nine. In 1986 he co-founded alt-rock band the Lemonheads (initially known as the Whelps), putting out four albums before their 1992 breakthrough <em>It’s a Shame About Ray</em> and hit cover of Mrs Robinson. The band has since released another five albums and Dando a solo 2003 record entitled <em>Baby I’m Bored</em>. Dando now lives in Brazil with his partner, video-maker Antonia Teixeira. He plays La Belle Angele in Edinburgh on 16 October, touring the UK until the end of the month.</p> <a href=""https://www.theguardian.com/music/2024/oct/12/on-my-radar-evan-dandos-cultural-highlights"">Continue reading...</a>"
Endurance review – search for Shackleton’s Antarctic wreck overshadowed by history,https://www.theguardian.com/film/2024/oct/12/endurance-review-ernest-shackleton-antarctica-wreck,"Sat, 12 Oct 2024 14:00:28 GMT","<p><strong>London film festival</strong><br />Shackleton’s truly perilous 1915 ordeal – gussied up with colourised footage and AI voices – minimises the stakes of a 2022 hunt for its remains by Dan Snow and friends</p><p>Here is a frustrating film that tries to tell two stories at once, and succeeds with neither. It’s the story of <a href=""https://www.theguardian.com/science/2022/feb/06/how-ernest-shackletons-icy-adventure-was-frozen-in-time-antarctica"">explorer Ernest Shackleton’s epic Antarctic ordeal in 1915</a> and how he and his crew had somehow to journey to safety after their ship, the Endurance, sank. It’s also the story of how <a href=""https://www.theguardian.com/science/2022/mar/09/lost-and-found-story-of-shackleton-endurance-expedition"">this ship was finally discovered</a> by a hi-tech logistics team in 2022, 3,000 metres down at the bottom of the Weddell Sea near the Antarctic Peninsula. It juxtaposes Shackleton’s extraordinary battle to survive with the modern-day scientists’ struggle to locate the Endurance wreck, with tiggerish Dan Snow on board bouncing amiably about – and it is a pretty glib alignment.</p><p>Furthermore, the black-and-white footage taken at the time by Shackleton’s famous embedded cinematographer Frank Hurley has been colourised, and passages from the journals of Shackleton and others are read aloud by AI-generated voices, taken (evidently) from existing recordings by the actual adventurers themselves; this is a presumptuous and flashy way of gussying the whole drama up.</p> <a href=""https://www.theguardian.com/film/2024/oct/12/endurance-review-ernest-shackleton-antarctica-wreck"">Continue reading...</a>"
UFO 50 review – a galaxy of 80s games brought brilliantly back to the future,https://www.theguardian.com/games/2024/oct/12/ufo-50-games-review-80s-spelunky-mossmouth,"Sat, 12 Oct 2024 13:00:25 GMT","<p><strong>(Mossmouth; PC)<br /></strong>This bundle of 50 new games from the creator of Spelunky offers an electrifying range of retro genres rebooted, from point-and-click horror to Pong</p><p>When he was a schoolboy, Derek Yu, one of the first indie game superstars of the 2000s, designed games on graph paper with his friend Jon Perry. After Yu’s first major game, <em><a href=""https://www.theguardian.com/technology/2012/jul/22/spelunky-games-review-xbox"">Spelunky</a></em>, became a hit, he and Perry agreed to collaborate again, no longer as classmates but as men in their 40s. This sweet backstory infuses <em>UFO 50</em>, a dizzyingly ambitious collection of 50 games that, so the narrative framing goes, were created by a fictional games company during the eight-year period from 1982 to 1989. Each game has the aesthetic of an Atari 2600 or NES classic – chunky sprites, a warbling chiptune soundtrack – but uses current design trends and understanding to inject old-looking games with modern freshness.</p><p>Why 50? Who knows. But it’s a sufficiently high number that Yu and Perry (and some supportive developer friends) have been able to flex their design talent across an electrifying range of genres, some of which are familiar, others of which are entirely new. For example, in <em>Party House</em>, we must attempt to throw the best house party by achieving the perfect balance of guests, from vivacious but troublemaking rock stars, to pettable dogs, to comedians who bring the laughter at a financial cost. You’re scored on the quality of the evening you arrange, with penalties if the neighbours complain or the fire department decides your party has become hazardously peopled. Others attempt to perfect games of the era: <em>Night Manor</em> is a point-and-click horror story in which you’re pursued through a mansion; <em>Bushido Ball</em> an Edo-era themed version of <em>Pong</em>; <em>Rail Heist</em> a kinetic stealth-action game in which you play as an outlaw and his horse staging a series of train heists.</p> <a href=""https://www.theguardian.com/games/2024/oct/12/ufo-50-games-review-80s-spelunky-mossmouth"">Continue reading...</a>"
‘I was on the way to a funeral when the idea came to me’: 2024’s Booker-shortlisted authors on the moment inspiration struck,https://www.theguardian.com/books/2024/oct/12/booker-shortlisted-authors-2024-percival-everett-samantha-harvey-rachel-kushner,"Sat, 12 Oct 2024 08:00:19 GMT","<p>A tennis match, an underground cave, watching images of Earth from orbit … Rachel Kushner, Yael van der Wouden, Charlottte Wood, Percival Everett, Samantha Harvey and Anne Michaels reveal the genesis of their ideas</p><p>Writing Creation Lake was a uniquely blissful experience. The novel synthesised into one object many things I&nbsp;think about and feel connected to, in terms of who we are and how we’re meant to live, and how to maintain an exalted idea of human life despite doubt and chaos. My narrator infuses the novel with an ambience of betrayal, an aspect that has stayed mysterious to me, but the mechanism that makes art work might operate best with critical parts unshown, even to their maker.</p> <a href=""https://www.theguardian.com/books/2024/oct/12/booker-shortlisted-authors-2024-percival-everett-samantha-harvey-rachel-kushner"">Continue reading...</a>"
TV tonight: a special night of rare music that you haven’t heard before,https://www.theguardian.com/tv-and-radio/2024/oct/12/tv-tonight-a-special-night-of-rare-music-that-you-havent-heard-before,"Sat, 12 Oct 2024 05:00:18 GMT","<p>This musical odyssey promises to be a Top of the Pops-free zone. Plus: the return of Michael McIntyre’s The Wheel. Here’s what to watch this evening</p><p><strong>8.20pm, BBC Two</strong></p> <a href=""https://www.theguardian.com/tv-and-radio/2024/oct/12/tv-tonight-a-special-night-of-rare-music-that-you-havent-heard-before"">Continue reading...</a>"
"Hannah Fry on getting fit: tech empowers us, but data alone doesn’t tell the full story",https://www.theguardian.com/the-formula-to-life-with-hannah-fry/2024/sep/27/hannah-fry-on-getting-fit-tech-empowers-us-but-data-alone-doesnt-tell-the-full-story,"Fri, 27 Sep 2024 13:23:03 GMT","<p>It’s never been easier to track your workouts – and that can be a great motivator when aiming to achieve health goals – but numbers should inform wellbeing, rather than be the end result</p><p>There have been a number of meticulous weight watchers in history, but Santorio Santorio is probably the most interesting. Back in the 1500s, he dedicated his life to monitoring his body, weighing both everything he put into it … and everything that came out.</p><p>For one particular scientific exploration, he invented what he called <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7328690/"" rel=""nofollow"">a Sanctorean weighing chair</a> – a seat set up next to a dining table, on a steelyard balance, which strictly monitored body weight.</p><p><strong>Samsung’s Galaxy Z Flip6<br />
  Take your health tracking to the next level with Galaxy AI<br /></strong>If you want to keep on top of your health, an easy place to start is pairing Samsung’s Galaxy Z Flip6 with Samsung Galaxy wearables. With the <a href=""https://www.samsung.com/uk/mobile-phone-buying-guide/samsung-health-tips/"" rel=""nofollow"">free Samsung Health</a> app, users can track sleep patterns, heart rate, blood pressure and calories. This info can be used to manage your wellness by informing your <a href=""https://www.samsung.com/uk/apps/samsung-health/?srsltid=AfmBOoqTmRg8qYahTiuxNaLW2crD64MPU5MK2CAIGJ5xMDKlhDANc30D#energy_score"" rel=""nofollow"">Energy score</a> – a daily measurement of your physical and mental energy and readiness from Galaxy AI. Alternatively, plug in and tune out to calming meditation programmes on mindfulness and relaxation.</p> <a href=""https://www.theguardian.com/the-formula-to-life-with-hannah-fry/2024/sep/27/hannah-fry-on-getting-fit-tech-empowers-us-but-data-alone-doesnt-tell-the-full-story"">Continue reading...</a>"
"Apes love being tickled, rats giggle: Hannah Fry on the science of laughter",https://www.theguardian.com/the-formula-to-life-with-hannah-fry/2024/sep/20/apes-love-being-tickled-rats-giggle-hannah-fry-on-the-science-of-laughter,"Fri, 20 Sep 2024 15:22:14 GMT","<p>Laughing appears to be widespread in the animal kingdom, but humour is harder to define and is culturally specific</p><p>While the British sense of humour is something every Brit holds dear, it’s fair to assume many British jokes would leave other cultures mystified. I think there is something quite interesting in that: it means that humour is not universal. The things we find funny are not innate, they’re cultural.</p><p>That makes humour very different from laughter, which every human (even the grumpy ones) will have experienced at some point or another. Unlike humour, laughter is much easier to understand and study scientifically.</p><p><strong>Tap into Galaxy AI for a witty helping hand<br /></strong>Thanks to the Chat Assist feature on the new Samsung Galaxy Z Flip6, Galaxy AI analyses chats and messages in real time, and lends a helping hand in crafting pitch-perfect replies with contextual suggestions as you type. So, if a casual tone is selected, then this can include a lighter, wittier touch.</p> <a href=""https://www.theguardian.com/the-formula-to-life-with-hannah-fry/2024/sep/20/apes-love-being-tickled-rats-giggle-hannah-fry-on-the-science-of-laughter"">Continue reading...</a>"
A brief history of procrastination – and how you can overcome it,https://www.theguardian.com/the-formula-to-life-with-hannah-fry/2024/oct/07/a-brief-history-of-procrastination-and-how-you-can-overcome-it,"Mon, 07 Oct 2024 11:06:30 GMT","<p>Egyptologists have deciphered hieroglyphics that tell people off for dawdling. Is there a cure for this age-old human curse?</p><p>Back in 1830, what would later become one of French literature’s most famous novels was just a whole load of blank pages. A year earlier, Victor Hugo had been commissioned to write The Hunchback of Notre Dame, but instead had frittered the time away with other pursuits, and now his publishers had just given him a six-month deadline to finish the book.</p><p>To force himself to knuckle down, <a href=""http://languor.us/victor-hugo-working-naked-story-myth-or-fact"" rel=""nofollow"">he locked away his own clothes</a> – apparently apart from a large knitted shawl – leaving him unable to go out in public, meaning he had no other option than to stay home and write. His sartorial strategy worked: The Hunchback of Notre Dame was published two weeks ahead of schedule on 14 January 1831.</p><p><strong>The Galaxy Z Fold6<br /><br />
  Supercharged multitasking with Galaxy AI<br /><br /></strong>Feel free to enjoy JoP – the joys of procrastination – with Samsung’s Galaxy Z Fold6 as the Galaxy AI features mean multitasking and organising your life are all a simple swipe away. From Transcript Assist, which can easily turn meetings into detailed notes, colour-coded for each speaker, to Note Assist, which boasts a spot-on translation service as well as making things look aesthetically pleasing through creative formatting on any notes jotted down with the S Pen, all the tools needed to get a job done well are in your palm. There’s no guarantee it can sort your whole life out, but it’s a very good place to start.</p> <a href=""https://www.theguardian.com/the-formula-to-life-with-hannah-fry/2024/oct/07/a-brief-history-of-procrastination-and-how-you-can-overcome-it"">Continue reading...</a>"
"Hannah Fry on selfies: we think we know what we look like, but we’ll never really know",https://www.theguardian.com/the-formula-to-life-with-hannah-fry/article/2024/sep/04/hannah-fry-on-selfies-we-think-we-know-what-we-look-like-but-well-never-really-know,"Wed, 04 Sep 2024 11:02:49 GMT","<p>Ever wondered why you’re not a fan of yourself in pictures? Or why the people you love always look much better in real life than photos? Hannah Fry unravels the psychology behind how we see ourselves …</p><p>It’s strange to imagine, but before mirrors became commonplace, most people would not be well acquainted with what their own faces would look like. Apart from maybe the occasional glimpse in a river, the internal self-image of many of our ancestors would have been based only on how others reacted to them, not on what they actually looked like.</p><p>Physical mirrors have been in existence in one form or another for thousands of years, but as recently as the 1960s, the anthropologist Edmund Carpenter came across a remote tribe in Papua New Guinea, known as the Biami, who (as far as he could tell) had not yet seen them.</p><p><strong>Samsung Galaxy Z Flip6<br /><br />
  Capturing your best selfie: FlexCam with Galaxy AI</strong></p><p>Thanks to mind-blowing AI-powered camera tech and 50MP lens, you can shoot ultra-crisp and lifelike pictures on the Galaxy Z Flip6’s FlexCam – and yes, that includes selfies you’ll (hopefully) love. From Auto Zoom (which automatically zooms in and out every time to get the perfect angle) to Nightography, which ensures sharp, bright detail in low light conditions, the AI tech takes photography to new heights – plus it all works directly through your social apps, so no uploading required!</p> <a href=""https://www.theguardian.com/the-formula-to-life-with-hannah-fry/article/2024/sep/04/hannah-fry-on-selfies-we-think-we-know-what-we-look-like-but-well-never-really-know"">Continue reading...</a>"
Squash ‘carbonara’ and kimchi tofu soup: Yotam Ottolenghi’s recipes for easy midweek meals,https://www.theguardian.com/food/2024/oct/12/yotam-ottolenghi-midweek-meals-recipes-squash-carbonara-kimchi-soup,"Sat, 12 Oct 2024 07:00:21 GMT","<p>Simple suppers that are ready in 30 minutes – and so good you’ll want to make them at the weekend too</p><p>What makes a midweek meal a midweek meal? The term implies that bandwidth is fairly low, so something pretty straightforward is called for. Anything that takes longer than half an hour to make is out of the question for most people, and no one wants to spend ages on the washing-up. That’s why one-pan dishes are so popular, and why ingredients that hit our midweek comfort needs – pasta or cheese, say – feature so often. At the same time, however, midweek meals aren’t just about instant carbs and melted cheese. More often than not, in fact, much depends on what sort of week you’re having. (Spoiler alert: these dishes work very well at weekends, too.)</p> <a href=""https://www.theguardian.com/food/2024/oct/12/yotam-ottolenghi-midweek-meals-recipes-squash-carbonara-kimchi-soup"">Continue reading...</a>"
This is how we do it: ‘We’ve rediscovered the lust of our teenage years in our 60s’,https://www.theguardian.com/lifeandstyle/2024/oct/12/this-is-how-we-do-it-weve-rediscovered-the-lust-of-our-teenage-years-in-our-60s,"Sat, 12 Oct 2024 11:00:24 GMT","<p>Grace and Henry both became newly single after their spouses died, and their wisdom and openness has led to a thrilling sex life</p><p><strong><a href=""https://www.theguardian.com/lifeandstyle/2022/sep/08/would-you-and-your-sexual-partner-like-to-share-the-story-of-what-you-get-up-to-in-the-bedroom"">How do you do it? Share the story of your sex life, anonymously</a></strong></p><p>I enjoy the ritual of getting ready when he comes over on a Friday night: a long shower, lotion, things you don’t tend to do in a long marriage</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/oct/12/this-is-how-we-do-it-weve-rediscovered-the-lust-of-our-teenage-years-in-our-60s"">Continue reading...</a>"
Jon Sopel: ‘The best kiss of my life? That could get me into trouble’,https://www.theguardian.com/lifeandstyle/2024/oct/12/jon-sopel-the-best-kiss-of-my-life-that-could-get-me-into-trouble,"Sat, 12 Oct 2024 08:30:20 GMT","<p>The journalist and podcaster on dreaming of Donald Trump, being shot at, and an awkward celebrity crush</p><p>Born in London, Jon Sopel, 65, joined the BBC in 1983 as a reporter and producer for Radio Solent. He went on to become a news anchor, presenting on the BBC News channel, The Politics Show and Global With Jon Sopel. As the BBC’s North America editor he covered the 2016 and 2020 elections and <a href=""https://www.theguardian.com/media/2018/jul/29/jon-sopel-bbc-trump-gener-pay-gap-interview"">Donald Trump’s White House</a> for TV, radio and online; he also co-hosted the Americast podcast. Since 2022, he has presented The <a href=""https://www.theguardian.com/tv-and-radio/2022/aug/21/emily-maitlis-jon-sopel-the-news-agents-podcast-interview"">News Agents podcast with Emily Maitlis</a> and Lewis Goodall. Sopel’s new book is Strangeland: How Britain Stopped Making Sense. He is married with two&nbsp;children and lives in London.</p><p><strong>What is your greatest fear?</strong><br />
 Failure, being caught out, making an idiot of myself.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/oct/12/jon-sopel-the-best-kiss-of-my-life-that-could-get-me-into-trouble"">Continue reading...</a>"
Blind date: ‘I can’t think of a reason not to award a 10’,https://www.theguardian.com/lifeandstyle/2024/oct/12/blind-date-i-cant-think-of-a-reason-not-to-award-a-10,"Sat, 12 Oct 2024 05:00:16 GMT","<p>Rashpal, 56, an English teacher, meets Chloe, 49, an artistic director</p><p><strong>What were you hoping for?</strong><br />
 A pleasant evening full of glowing conversation and good food.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/oct/12/blind-date-i-cant-think-of-a-reason-not-to-award-a-10"">Continue reading...</a>"
Hamza Yassin: ‘I hang my pyjamas in the forest so the animals get used to my scent’,https://www.theguardian.com/environment/2024/oct/12/hamza-yassin-i-hang-my-pyjamas-in-the-forest-so-the-animals-get-used-to-my-scent,"Sat, 12 Oct 2024 13:00:27 GMT","<p>The wildlife presenter, 34, talks about his happy childhood in Sudan, home on the west coast of Scotland, superpower of dyslexia and friendly neighbourhood otters</p><p><strong>At school I was called</strong> a “weird nerd”. When I grew up those words changed to: “You are an expert.” I don’t mind being called a geek. Own your own originality, whatever it may be – then no one can take the mickey out of you.</p><p><strong>My superpower is </strong>dyslexia. I always ask for assistance, I’m not embarrassed, I have other skills that compensate. I see the world differently and I notice everything.</p> <a href=""https://www.theguardian.com/environment/2024/oct/12/hamza-yassin-i-hang-my-pyjamas-in-the-forest-so-the-animals-get-used-to-my-scent"">Continue reading...</a>"
Tim Dowling: it’s my wife’s birthday. So why are we at the pub quiz?,https://www.theguardian.com/lifeandstyle/2024/oct/12/tim-dowling-its-my-wifes-birthday-so-why-are-we-at-the-pub-quiz,"Sat, 12 Oct 2024 05:00:18 GMT","<p>My wife is enjoying herself but I am distraught. I’m not usually competitive, but quizzes do something to me</p><p>It is my wife’s birthday and I have found the perfect present for her, by clicking on the link she emailed me two weeks ago. The boys have found a&nbsp;similarly perfect gift by clicking on a different link. But when it&nbsp;comes to plans for the day, my wife is&nbsp;being uncharacteristically evasive.</p><p>“I can’t decide,” she says.</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/oct/12/tim-dowling-its-my-wifes-birthday-so-why-are-we-at-the-pub-quiz"">Continue reading...</a>"
Share your views on the autumn budget and what it could mean for your finances,https://www.theguardian.com/uk-news/2024/oct/10/share-your-views-on-the-autumn-budget-and-what-it-could-mean-for-your-finances,"Thu, 10 Oct 2024 15:11:09 GMT","<p>We would like to hear your views on the autumn budget on 30 October </p><p>In the autumn budget, Rachel Reeves is planning to <a href=""https://www.theguardian.com/business/article/2024/aug/20/rachel-reeves-planning-to-raise-taxes-and-cut-spending-in-october-budget"">raise taxes</a>, cut spending and get tough on benefits to repair the hole in the public finances.</p><p>The chancellor is considering various tax-raising options, including reducing the amount that <a href=""https://www.theguardian.com/uk-news/2024/oct/07/reeves-opts-to-not-raise-tax-on-pension-contributions-in-october-budget"">people can take out of their pension pots tax-free when they retire</a>. Reeves is also considering making changes to <a href=""https://www.theguardian.com/uk-news/2024/oct/10/rachel-reeves-capital-gains-tax-rise-budget"">capital gains tax</a> and inheritance tax.</p> <a href=""https://www.theguardian.com/uk-news/2024/oct/10/share-your-views-on-the-autumn-budget-and-what-it-could-mean-for-your-finances"">Continue reading...</a>"
Tell us: what does Nobel laureate Han Kang’s literature mean to you?,https://www.theguardian.com/books/2024/oct/11/tell-us-what-does-nobel-laureate-han-kangs-literature-mean-to-you,"Fri, 11 Oct 2024 09:54:36 GMT","<p>The Nobel commitee praised Han Kang’s<em> </em>‘intense poetic prose that confronts historical traumas and exposes the fragility of human life’</p><p>The 2024 Nobel prize in literature <a href=""https://www.theguardian.com/books/2024/oct/10/south-korean-author-han-kang-wins-the-2024-nobel-prize-in-literature"">was awarded</a> on Thursday to South Korean novelist Han Kang, whose works include The Vegetarian, The White Book, Human Acts and Greek Lessons.</p><p>The Nobel commitee praised Kang’s<em> </em>“intense poetic prose that confronts historical traumas and exposes the fragility of human life”.</p> <a href=""https://www.theguardian.com/books/2024/oct/11/tell-us-what-does-nobel-laureate-han-kangs-literature-mean-to-you"">Continue reading...</a>"
People across the UK: have you been affected by flooding?,https://www.theguardian.com/environment/2024/jan/02/people-in-the-uk-have-you-been-affected-by-flooding-this-winter,"Mon, 23 Sep 2024 11:11:21 GMT","<p>We’d like to hear from people who experienced flooding recently, whether it affected their homes, communities or journeys</p><p>Flood warnings have been issued in parts of England as <a href=""https://www.theguardian.com/uk-news/2024/sep/23/months-rain-may-fall-in-a-day-in-parts-of-england-as-weather-warnings-issued-met-office"">more than a month’s worth of rain</a> could fall on Monday.</p><p>An amber weather alert for rain has been issued by the Met Office until 9pm in areas including Milton Keynes, Oxford, Reading, Bath and Gloucester, meaning some flooding and travel disruption was expected. There is a yellow warning for heavy rain until midnight for a much wider area, covering the majority of England.</p> <a href=""https://www.theguardian.com/environment/2024/jan/02/people-in-the-uk-have-you-been-affected-by-flooding-this-winter"">Continue reading...</a>"
Tell us: have you won an unusual award or competition?,https://www.theguardian.com/lifeandstyle/2024/oct/09/tell-us-have-you-won-an-unusual-award-or-competition,"Wed, 09 Oct 2024 15:25:12 GMT","<p>We would like to hear from winners of obscure trophies, awards and competitions</p><p>Following Hannah Willow’s victory at the <a href=""https://www.theguardian.com/uk-news/2024/oct/09/glasgow-tree-hugging-champion-early-years-teacher-hannah-willow"">first tree hugging competition</a> in Glasgow, we would like to hear from other winners of unusual trophies, awards or competitions. Do you have an obscure achievement to brag about?</p> <a href=""https://www.theguardian.com/lifeandstyle/2024/oct/09/tell-us-have-you-won-an-unusual-award-or-competition"">Continue reading...</a>"
Gen Z and Kamala Harris: is the meet-cute enough to bring her to the White House?,https://www.theguardian.com/us-news/ng-interactive/2024/oct/12/gen-z-kamala-harris-youth-vote-election,"Sat, 12 Oct 2024 12:28:24 GMT","<p>They call themselves ‘the coconut army’ and are out in droves to reach young people aged 18-29. Can they turn activism into votes?</p><p>It was the height of “<a href=""https://www.axios.com/2024/07/22/kamala-harris-campaign-coconut-memes"">brat summer</a>”. Kamala Harris was a “<a href=""https://www.vanityfair.com/style/story/kamala-harris-chappell-roan-femininomenon"">femininomenon</a>”, electrifying a high-stakes presidential race that many of the country’s youngest voters had been dreading: a rematch between the two oldest candidates in American history.</p><p>Chartreuse-blocked memes and coconut emojis <a href=""https://www.theguardian.com/us-news/article/2024/jul/25/kamala-harris-tiktok-memes"">filled</a> social media feeds. The tidal wave of young “<a href=""https://www.theguardian.com/us-news/article/2024/jul/27/kamala-harris-young-voters-israel-gaza-jayapal"">Kamalove</a>” sparked a rush of small-dollar donations and volunteer sign-ups for her days-old campaign. For an extremely online generation of young Democrats, the vibes were <em>so</em> good.</p> <a href=""https://www.theguardian.com/us-news/ng-interactive/2024/oct/12/gen-z-kamala-harris-youth-vote-election"">Continue reading...</a>"
"For the Palestinians who fled to Australia, the home they deeply miss no longer exists",https://www.theguardian.com/world/2024/oct/12/for-the-palestinians-who-fled-to-australia-the-home-they-deeply-miss-no-longer-exists,"Fri, 11 Oct 2024 23:00:11 GMT","<p>Gazans who escaped and the diaspora community speak of the anguish and guilt of watching a year-long war from afar</p><ul><li>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></li></ul><p>Asmaa Elkhaldi was waking up early to pray. It was a Saturday. Light spilled through the windows of her apartment in Gaza’s north.</p><p>Then came the sounds of rockets and everything was on fire. Elkhaldi and her husband fled, taking only a laptop and key documents.</p> <a href=""https://www.theguardian.com/world/2024/oct/12/for-the-palestinians-who-fled-to-australia-the-home-they-deeply-miss-no-longer-exists"">Continue reading...</a>"
